song_title,pipe_delimited_artist_list,love_song_category,top_10_debut_date_as_decimal,total_weeks_in_top_10
"Hands","Jewel",,1999.06,3
"Jumper","Third Eye Blind",,1999.08,3
"Angel Of Mine","Monica",Serenade,1999.08,15
"All I Have To Give","Backstreet Boys",Pursuit,1999.1,9
"Angel","Sarah McLachlan",,1999.1,8
"Believe","Cher",Good Riddance,1999.12,16
"Heartbreak Hotel","Whitney Houston|Faith Evans|Kelly Price",Heartache,1999.12,15
"Faded Pictures","Case|Joe",Heartache,1999.14,1
"(God Must Have Spent) A Little More Time On You","'N Sync",Serenade,1999.16,2
"You","Jesse Powell",Serenade,1999.18,1
"I Still Believe","Mariah Carey",Heartache,1999.2,7
"Every Morning","Sugar Ray",It's Complicated,1999.2,13
"No Scrubs","TLC",Love Song for the Self,1999.2,17
"Kiss Me","Sixpence None The Richer",Pursuit,1999.22,16
"What's It Gonna Be?!","Busta Rhymes|Janet Jackson",Pursuit,1999.23,9
"All Night Long","Faith Evans|Puff Daddy",,1999.25,2
"Stay The Same","Joey McIntyre",,1999.27,2
"C'est La Vie","B*Witched",Pursuit,1999.29,2
"Please Remember Me","Tim McGraw",Heartache,1999.33,1
"Livin' La Vida Loca","Ricky Martin",Sexual Confidence,1999.33,14
"Who Dat","JT Money|Sole",,1999.35,6
"Fortunate","Maxwell",Serenade,1999.37,9
"Give It To You","Jordan Knight",Sexual Confidence,1999.37,1
"Where My Girls At?","702",,1999.39,19
"If You Had My Love","Jennifer Lopez",Pursuit,1999.41,15
"808","Blaque",Sexual Confidence,1999.41,4
"That Don't Impress Me Much","Shania Twain",Love Song for the Self,1999.43,4
"Chante's Got A Man","Chante Moore",Serenade,1999.45,2
"I Want It That Way","Backstreet Boys",It's Complicated,1999.46,11
"The Hardest Thing","98 Degrees",Heartache,1999.48,3
"Last Kiss","Pearl Jam",Heartache,1999.48,10
"It's Not Right But It's Okay","Whitney Houston",Good Riddance,1999.5,5
"Wild Wild West","Will Smith|Dru Hill|Kool Mo Dee",Pursuit,1999.52,6
"Bills, Bills, Bills","Destiny's Child",Good Riddance,1999.52,10
"Genie In A Bottle","Christina Aguilera",Sexual Confidence,1999.54,14
"All Star","Smash Mouth",,1999.54,12
"Summer Girls","LFO",Heartache,1999.6,8
"Tell Me It's Real","K-Ci & JoJo",Heartache,1999.6,4
"Jamboree","Naughty By Nature|Zhane",,1999.64,1
"Bailamos","Enrique Iglesias",Serenade,1999.66,6
"Someday","Sugar Ray",Heartache,1999.67,7
"Smooth","Santana|Rob Thomas",Serenade,1999.67,30
"Unpretty","TLC",Love Song for the Self,1999.67,14
"Lost In You","Garth Brooks as Chris Gaines",Serenade,1999.69,2
"She's All I Ever Had","Ricky Martin",Heartache,1999.71,5
"Mambo No. 5 (A Little Bit Of...)","Lou Bega",Sexual Confidence,1999.73,12
"I Need To Know","Marc Anthony",Pursuit,1999.75,19
"Scar Tissue","Red Hot Chili Peppers",,1999.75,4
"Heartbreaker","Mariah Carey|Jay-Z",It's Complicated,1999.77,8
"My Love Is Your Love","Whitney Houston",Serenade,1999.77,17
"Music Of My Heart","'N Sync|Gloria Estefan",Serenade,1999.79,3
"Satisfy You","Puff Daddy|R. Kelly",Serenade,1999.81,6
"We Can't Be Friends","Deborah Cox|R.L.",Heartache,1999.81,3
"Steal My Sunshine","Len",,1999.85,3
"Back At One","Brian McKnight",Serenade,1999.85,15
"(You Drive Me) Crazy","Britney Spears",Serenade,1999.87,1
"I Wanna Love You Forever","Jessica Simpson",Serenade,1999.89,10
"Waiting For Tonight","Jennifer Lopez",Pursuit,1999.9,4
"U Know What's Up","Donell Jones",Serenade,1999.92,6
"I Knew I Loved You","Savage Garden",Serenade,1999.92,17
"Girl On TV","LFO",Pursuit,1999.94,2
"Hot Boyz","Missy ""Misdemeanor"" Elliott|Nas|Eve|Q-Tip",Pursuit,1999.96,10
"24/7","Kevon Edmonds",Serenade,1999.96,2
"Bring It All To Me","Blaque",Pursuit,1999.98,9
"Auld Lang Syne","Kenny G",,2000.02,2
"What A Girl Wants","Christina Aguilera",Serenade,2000.04,7
"Blue (Da Ba Dee)","Eiffel 65",,2000.06,4
"That's The Way It Is","Celine Dion",Pursuit,2000.08,9
"Get It On Tonite","Montell Jordan",Pursuit,2000.1,12
"Thank God I Found You","Mariah Carey|Joe|98 Degrees",Serenade,2000.12,4
"All The Small Things","Blink-182",Serenade,2000.12,5
"Show Me The Meaning Of Being Lonely","Backstreet Boys",Heartache,2000.14,8
"Maria Maria","Santana|The Product G&B",,2000.14,18
"Amazed","Lonestar",Serenade,2000.16,12
"Breathe","Faith Hill",Sexual Confidence,2000.16,19
"Bye Bye Bye","'N Sync",Good Riddance,2000.17,12
"Say My Name","Destiny's Child",It's Complicated,2000.21,11
"Thong Song","Sisqo",Sexual Confidence,2000.25,13
"There You Go","P!nk",Good Riddance,2000.27,7
"I Try","Macy Gray",Heartache,2000.29,9
"Everything You Want","Vertical Horizon",Heartache,2000.31,19
"It Feels So Good","Sonique",Serenade,2000.31,3
"He Wasn't Man Enough","Toni Braxton",Good Riddance,2000.33,7
"Be With You","Enrique Iglesias",Heartache,2000.37,10
"Try Again","Aaliyah",It's Complicated,2000.39,15
"You Sang To Me","Marc Anthony",Serenade,2000.4,6
"I Wanna Know","Joe",Pursuit,2000.42,16
"The Real Slim Shady","Eminem",,2000.44,7
"Oops!...I Did It Again","Britney Spears",It's Complicated,2000.44,3
"It's Gonna Be Me","'N Sync",Pursuit,2000.48,11
"I Turn To You","Christina Aguilera",Serenade,2000.5,4
"Bent","matchbox twenty",It's Complicated,2000.52,14
"Higher","Creed",,2000.52,6
"Absolutely (Story Of A Girl)","Nine Days",Serenade,2000.56,7
"Jumpin', Jumpin'","Destiny's Child",,2000.58,16
"Doesn't Really Matter","Janet Jackson",Serenade,2000.6,12
"Incomplete","Sisqo",Heartache,2000.6,13
"No More","Ruff Endz",Good Riddance,2000.63,6
"Wifey","Next",Serenade,2000.67,3
"Kryptonite","3 Doors Down",Serenade,2000.67,18
"Music","Madonna",,2000.69,12
"(Hot S**t) Country Grammar","Nelly",,2000.69,5
"Come On Over Baby (All I Want Is You)","Christina Aguilera",Sexual Confidence,2000.73,8
"With Arms Wide Open","Creed",,2000.75,18
"Give Me Just One Night (Una Noche)","98 Degrees",Pursuit,2000.75,5
"Bag Lady","Erykah Badu",Love Song for the Self,2000.77,4
"Most Girls","P!nk",Love Song for the Self,2000.79,9
"Gotta Tell You","Samantha Mumba",Pursuit,2000.83,9
"Case Of The Ex (Whatcha Gonna Do)","Mya",It's Complicated,2000.84,13
"Independent Women Part I","Destiny's Child",Love Song for the Self,2000.84,17
"This I Promise You","'N Sync",Serenade,2000.84,9
"The Way You Love Me","Faith Hill",Serenade,2000.88,13
"Shape Of My Heart","Backstreet Boys",It's Complicated,2000.9,3
"It Wasn't Me","Shaggy|Ricardo ""RikRok"" Ducent",It's Complicated,2000.92,16
"He Loves U Not","Dream",Love Song for the Self,2000.96,11
"Ms. Jackson","OutKast",It's Complicated,2000.96,12
"If You're Gone","matchbox twenty",Heartache,2001,10
"Dance With Me","Debelah Morgan",Pursuit,2001,3
"Liquid Dreams","O-Town",Sexual Confidence,2001.02,1
"Again","Lenny Kravitz",Heartache,2001.05,14
"Love Don't Cost A Thing","Jennifer Lopez",Love Song for the Self,2001.05,10
"Stutter","Joe|Mystikal",It's Complicated,2001.09,14
"Don't Tell Me","Madonna",It's Complicated,2001.09,8
"Angel","Shaggy|Rayvon",Serenade,2001.13,14
"Put It On Me","Ja Rule|Lil' Mo|Vita",Serenade,2001.15,7
"It's Over Now","112",Heartache,2001.19,3
"Butterfly","Crazy Town",Serenade,2001.19,8
"Promise","Jagged Edge",Serenade,2001.19,3
"All For You","Janet Jackson",Pursuit,2001.23,14
"Survivor","Destiny's Child",Love Song for the Self,2001.25,11
"Get Over Yourself","Eden's Crush",Good Riddance,2001.25,3
"Thank You","Dido",Serenade,2001.25,11
"Jaded","Aerosmith",It's Complicated,2001.25,3
"Stranger In My House","Tamia",,2001.28,2
"Missing You","Case",Heartache,2001.28,5
"Hanging By A Moment","Lifehouse",Serenade,2001.3,20
"Ride Wit Me","Nelly|City Spud",Pursuit,2001.32,12
"Follow Me","Uncle Kracker",It's Complicated,2001.34,8
"Lady Marmalade","Christina Aguilera|Lil' Kim|Mya|P!nk",Sexual Confidence,2001.34,12
"Never Had A Dream Come True","S Club 7",Heartache,2001.36,2
"What Would You Do?","City High",,2001.38,4
"I'm Like A Bird","Nelly Furtado",It's Complicated,2001.4,1
"Get Ur Freak On","Missy ""Misdemeanor"" Elliott",,2001.4,7
"Fiesta","R. Kelly|Jay-Z",,2001.42,6
"My Baby","Lil' Romeo",,2001.44,5
"Peaches & Cream","112",Sexual Confidence,2001.46,8
"Drops Of Jupiter (Tell Me)","Train",,2001.46,14
"Let Me Blow Ya Mind","Eve|Gwen Stefani",Sexual Confidence,2001.49,17
"There You'll Be","Faith Hill",Heartache,2001.49,1
"U Remind Me","Usher",It's Complicated,2001.51,16
"Bootylicious","Destiny's Child",Love Song for the Self,2001.53,6
"Hit 'Em Up Style (Oops!)","Blu Cantrell",Good Riddance,2001.53,16
"Drive","Incubus",,2001.53,3
"All Or Nothing","O-Town",Heartache,2001.55,6
"Fallin'","Alicia Keys",It's Complicated,2001.59,19
"Loverboy","Mariah Carey|Cameo",Serenade,2001.59,3
"I'm Real","Jennifer Lopez|Ja Rule",It's Complicated,2001.61,19
"Where The Party At","Jagged Edge|Nelly",,2001.61,13
"It's Been Awhile","Staind",,2001.65,12
"Someone To Call My Lover","Janet Jackson",Pursuit,2001.67,6
"Family Affair","Mary J. Blige",,2001.72,19
"You Rock My World","Michael Jackson",Serenade,2001.72,1
"Izzo (H.O.V.A.)","Jay-Z",,2001.74,5
"Differences","Ginuwine",Serenade,2001.78,15
"Hero","Enrique Iglesias",Serenade,2001.82,14
"The Star Spangled Banner","Whitney Houston",,2001.82,1
"U Got It Bad","Usher",Heartache,2001.84,20
"Turn Off The Light","Nelly Furtado",Pursuit,2001.84,8
"Livin' It Up","Ja Rule|Case",,2001.84,9
"Only Time","Enya",,2001.86,3
"How You Remind Me","Nickelback",It's Complicated,2001.88,23
"Emotion","Destiny's Child",Heartache,2001.92,1
"Get The Party Started","P!nk",,2001.93,12
"Whenever, Wherever","Shakira",Serenade,2001.95,8
"Always On Time","Ja Rule|Ashanti",Serenade,2001.97,16
"My Sacrifice","Creed",,2001.99,11
"A Woman's Worth","Alicia Keys",Love Song for the Self,2002.01,7
"Wherever You Will Go","The Calling",Serenade,2002.07,11
"In The End","Linkin Park",,2002.09,13
"Hey Baby","No Doubt|Bounty Killer",It's Complicated,2002.09,7
"Ain't It Funny","Jennifer Lopez|Ja Rule",It's Complicated,2002.11,15
"What About Us?","Brandy",Heartache,2002.15,5
"7 Days","Craig David",Sexual Confidence,2002.17,1
"Blurry","Puddle Of Mudd",Heartache,2002.19,13
"Can't Get You Out Of My Head","Kylie Minogue",Serenade,2002.2,3
"Oops (Oh My)","Tweet",Love Song for the Self,2002.22,7
"What's Luv?","Fat Joe|Ashanti",It's Complicated,2002.22,14
"Foolish","Ashanti",It's Complicated,2002.24,17
"Girlfriend","'N Sync|Nelly",Pursuit,2002.24,6
"U Don't Have To Call","Usher",Good Riddance,2002.26,12
"A Thousand Miles","Vanessa Carlton",Heartache,2002.3,15
"I Need A Girl (Part One)","P. Diddy|Usher|Loon",Heartache,2002.32,11
"Don't Let Me Get Me","P!nk",,2002.34,4
"All You Wanted","Michelle Branch",Serenade,2002.36,5
"Underneath Your Clothes","Shakira",Serenade,2002.38,1
"Without Me","Eminem",,2002.4,12
"The Middle","Jimmy Eat World",Love Song for the Self,2002.4,10
"Hot In Herre","Nelly",Sexual Confidence,2002.42,18
"Addictive","Truth Hurts|Rakim",Sexual Confidence,2002.43,6
"Oh Boy","Cam'Ron|Juelz Santana",,2002.45,8
"I'm Gonna Be Alright","Jennifer Lopez|Nas",Love Song for the Self,2002.49,5
"Hero","Chad Kroeger|Josey Scott",,2002.49,8
"Complicated","Avril Lavigne",It's Complicated,2002.53,16
"I Need A Girl (Part Two)","P. Diddy|Ginuwine|Loon|Mario Winans|Tammy Ruggeri",Heartache,2002.53,14
"Dilemma","Nelly|Kelly Rowland",It's Complicated,2002.57,19
"Just A Friend 2002","Mario",Heartache,2002.59,8
"Down 4 U","Irv Gotti|Ja Rule|Ashanti|Charli Baltimore|Vita",It's Complicated,2002.59,5
"Nothin'","N.O.R.E.",,2002.61,4
"Heaven","DJ Sammy|Yanou|Do",Serenade,2002.61,2
"Just Like A Pill","P!nk",Good Riddance,2002.63,7
"Gangsta Lovin'","Eve|Alicia Keys",Pursuit,2002.64,12
"Happy","Ashanti",Serenade,2002.64,6
"Long Time Gone","Dixie Chicks",Heartache,2002.66,1
"Cleanin' Out My Closet","Eminem",,2002.66,7
"One Last Breath","Creed",,2002.7,7
"Gotta Get Thru This","Daniel Bedingfield",Heartache,2002.74,1
"Move B***h","Ludacris|Mystikal|I-20",,2002.76,2
"Hey Ma","Cam'Ron|Juelz Santana|Freekey Zekey|Toya",Pursuit,2002.76,10
"A Moment Like This","Kelly Clarkson",Pursuit,2002.76,7
"Work It","Missy ""Misdemeanor"" Elliott",Sexual Confidence,2002.78,16
"Underneath It All","No Doubt|Lady Saw",Serenade,2002.8,12
"Lose Yourself","Eminem",,2002.8,16
"Luv U Better","LL Cool J",Serenade,2002.8,9
"Sk8er Boi","Avril Lavigne",Heartache,2002.84,1
"The Game Of Love","Santana|Michelle Branch",It's Complicated,2002.84,11
"Die Another Day","Madonna",,2002.86,4
"Gimme The Light","Sean Paul",Pursuit,2002.87,6
"Jenny From The Block","Jennifer Lopez|Styles|Jadakiss",,2002.89,9
"Air Force Ones","Nelly|Kyjuan|Ali|Murphy Lee",,2002.93,10
"'03 Bonnie & Clyde","Jay-Z|Beyonce",It's Complicated,2002.93,11
"Don't Mess With My Man","Nivea|Brian & Brandon Casey",It's Complicated,2002.95,7
"Beautiful","Christina Aguilera",Love Song for the Self,2002.97,12
"Bump, Bump, Bump","B2K|P. Diddy",Sexual Confidence,2002.99,11
"Love Of My Life (An Ode To Hip Hop)","Erykah Badu|Common",Love Song for the Self,2003.01,1
"Landslide","Dixie Chicks",,2003.03,10
"I'm With You","Avril Lavigne",Heartache,2003.07,10
"Cry Me A River","Justin Timberlake",Good Riddance,2003.07,9
"All I Have","Jennifer Lopez|LL Cool J",Heartache,2003.07,12
"Miss You","Aaliyah",Heartache,2003.09,13
"Mesmerize","Ja Rule|Ashanti",Serenade,2003.09,10
"In Da Club","50 Cent",,2003.13,17
"Gossip Folks","Missy ""Misdemeanor"" Elliott|Ludacris",,2003.14,6
"Picture","Kid Rock|Sheryl Crow|Allison Moorer",Heartache,2003.2,10
"Ignition","R. Kelly",Sexual Confidence,2003.2,15
"How You Gonna Act Like That","Tyrese",Heartache,2003.24,4
"When I'm Gone","3 Doors Down",Heartache,2003.26,10
"Get Busy","Sean Paul",Sexual Confidence,2003.26,17
"Excuse Me Miss","Jay-Z",Pursuit,2003.26,3
"Beautiful","Snoop Dogg|Pharrell|Uncle Charlie Wilson",Serenade,2003.28,4
"21 Questions","50 Cent|Nate Dogg",Serenade,2003.3,13
"I Know What You Want","Busta Rhymes|Mariah Carey|The Flipmode Squad",Serenade,2003.32,11
"Can't Let You Go","Fabolous|Mike Shorey|Lil' Mo",It's Complicated,2003.32,9
"God Bless The U.S.A.","American Idol Finalists",,2003.34,1
"Rock Your Body","Justin Timberlake",Pursuit,2003.34,7
"Bring Me To Life","Evanescence|Paul McCoy",Pursuit,2003.36,12
"Magic Stick","Lil' Kim|50 Cent",Sexual Confidence,2003.41,12
"Unwell","matchbox twenty",Pursuit,2003.45,17
"Crazy In Love","Beyonce|Jay-Z",Serenade,2003.45,16
"Rock Wit U (Awww Baby)","Ashanti",Serenade,2003.47,9
"Flying Without Wings","Ruben Studdard",Serenade,2003.49,2
"This Is The Night","Clay Aiken",Pursuit,2003.49,4
"Right Thurr","Chingy",Sexual Confidence,2003.53,17
"So Gone","Monica",It's Complicated,2003.53,1
"Miss Independent","Kelly Clarkson",Pursuit,2003.55,3
"Never Leave You - Uh Ooh, Uh Oooh!","Lumidee",Serenade,2003.55,7
"In Those Jeans","Ginuwine",Sexual Confidence,2003.57,5
"Drift Away","Uncle Kracker|Dobie Gray",,2003.58,1
"P.I.M.P.","50 Cent",Sexual Confidence,2003.58,12
"Where Is The Love?","The Black Eyed Peas",,2003.6,9
"Get Low","Lil Jon|The East Side Boyz|Ying Yang Twins",,2003.6,16
"Into You","Fabolous|Tamia|Ashanti",Pursuit,2003.62,10
"Frontin'","Pharrell|Jay-Z",Pursuit,2003.64,9
"Shake Ya Tailfeather","Nelly|P. Diddy|Murphy Lee",Sexual Confidence,2003.64,12
"Baby Boy","Beyonce|Sean Paul",Sexual Confidence,2003.68,15
"Damn!","YoungBloodZ|Lil Jon",,2003.76,10
"Stand Up","Ludacris|Shawnna",,2003.78,16
"Here Without You","3 Doors Down",Heartache,2003.8,17
"Why Don't You & I","Santana|Alex Band|Chad Kroeger",Pursuit,2003.81,4
"Holidae In","Chingy|Ludacris|Snoop Dogg",Sexual Confidence,2003.81,10
"Rain On Me","Ashanti",Heartache,2003.81,4
"The Way You Move","OutKast|Sleepy Brown",Pursuit,2003.85,21
"Walked Outta Heaven","Jagged Edge",Heartache,2003.87,10
"Step In The Name Of Love","R. Kelly",,2003.89,4
"Suga Suga","Baby Bash|Frankie J",Serenade,2003.89,11
"Hey Ya!","OutKast",It's Complicated,2003.89,17
"Milkshake","Kelis",Love Song for the Self,2003.95,9
"You Don't Know My Name","Alicia Keys",Pursuit,2003.97,11
"Change Clothes","Jay-Z",,2003.99,1
"Slow Jamz","Twista|Kanye West|Jamie Foxx",,2004.01,13
"Me, Myself And I","Beyonce",Love Song for the Self,2004.01,11
"It's My Life","No Doubt",Love Song for the Self,2004.08,2
"Someday","Nickelback",Heartache,2004.08,4
"Yeah!","Usher|Lil Jon|Ludacris",,2004.08,24
"Salt Shaker","Ying Yang Twins|Lil Jon|The East Side Boyz",Sexual Confidence,2004.12,2
"Hotel","Cassidy|R. Kelly",Sexual Confidence,2004.12,9
"Sorry 2004","Ruben Studdard",It's Complicated,2004.14,4
"One Call Away","Chingy|J. Weav",Pursuit,2004.16,9
"Tipsy","J-Kwon",,2004.16,12
"Splash Waterfalls","Ludacris",Sexual Confidence,2004.18,6
"Dirt Off Your Shoulder","Jay-Z",,2004.22,7
"My Immortal","Evanescence",Heartache,2004.22,5
"Toxic","Britney Spears",It's Complicated,2004.22,3
"Solitaire","Clay Aiken",Heartache,2004.26,1
"I Don't Wanna Know","Mario Winans|Enya|P. Diddy",It's Complicated,2004.26,14
"This Love","Maroon 5",It's Complicated,2004.26,14
"Burn","Usher",Heartache,2004.28,18
"Naughty Girl","Beyonce",Sexual Confidence,2004.3,11
"My Band","D12",,2004.31,5
"If I Ain't Got You","Alicia Keys",Serenade,2004.31,20
"All Falls Down","Kanye West|Syleena Johnson",,2004.33,4
"Overnight Celebrity","Twista",,2004.35,9
"The Reason","Hoobastank",Serenade,2004.37,14
"Freek-A-Leek","Petey Pablo",Sexual Confidence,2004.41,7
"Confessions Part II","Usher",It's Complicated,2004.43,13
"Roses","OutKast",Good Riddance,2004.45,2
"Slow Motion","Juvenile|Soulja Slim",Sexual Confidence,2004.51,12
"Move Ya Body","Nina Sky|Jabba",,2004.52,9
"I Believe","Fantasia",,2004.52,2
"On Fire","Lloyd Banks",,2004.52,4
"Turn Me On","Kevin Lyttle|Spragga Benz",Pursuit,2004.54,10
"Lean Back","Terror Squad",,2004.56,17
"Dip It Low","Christina Milian",Sexual Confidence,2004.58,9
"Sunshine","Lil' Flip|Lea",Serenade,2004.6,11
"Goodies","Ciara|Petey Pablo",Love Song for the Self,2004.62,17
"My Place","Nelly|Jaheim",Pursuit,2004.64,10
"Pieces Of Me","Ashlee Simpson",Serenade,2004.66,6
"She Will Be Loved","Maroon 5",Serenade,2004.7,11
"Locked Up","Akon|Styles P.",,2004.72,7
"Diary","Alicia Keys|Tony! Toni! Tone!",Serenade,2004.73,4
"My Boo","Usher|Alicia Keys",Heartache,2004.73,19
"My Happy Ending","Avril Lavigne",Heartache,2004.75,4
"Lose My Breath","Destiny's Child",Pursuit,2004.77,14
"Just Lose It","Eminem",,2004.79,6
"Over And Over","Nelly|Tim McGraw",Heartache,2004.83,15
"Breakaway","Kelly Clarkson",Love Song for the Self,2004.83,10
"Drop It Like It's Hot","Snoop Dogg|Pharrell",Sexual Confidence,2004.83,17
"Let's Go","Trick Daddy|Lil Jon|Twista",,2004.85,7
"Wonderful","Ja Rule|R. Kelly|Ashanti",Serenade,2004.89,9
"Let Me Love You","Mario",Pursuit,2004.91,21
"Breathe","Fabolous",,2004.91,1
"1, 2 Step","Ciara|Missy Elliott",,2004.93,17
"Lovers And Friends","Lil Jon|The East Side Boyz|Usher|Ludacris",Pursuit,2004.95,14
"Soldier","Destiny's Child|T.I.|Lil Wayne",Pursuit,2004.96,11
"I Don't Want To Be","Gavin DeGraw",Love Song for the Self,2005,2
"Disco Inferno","50 Cent",,2005.02,17
"How We Do","The Game|50 Cent",,2005.06,12
"Boulevard Of Broken Dreams","Green Day",,2005.08,14
"Bring Em Out","T.I.",,2005.1,1
"Since U Been Gone","Kelly Clarkson",Good Riddance,2005.12,20
"Candy Shop","50 Cent|Olivia",Sexual Confidence,2005.14,14
"Rich Girl","Gwen Stefani|Eve",,2005.16,8
"Caught Up","Usher",It's Complicated,2005.17,7
"Obsession (No Es Amor)","Frankie J|Baby Bash",It's Complicated,2005.21,8
"Hate It Or Love It","The Game|50 Cent",,2005.25,12
"Lonely","Akon",Heartache,2005.29,7
"Hollaback Girl","Gwen Stefani",,2005.31,18
"Lonely No More","Rob Thomas",It's Complicated,2005.31,6
"1 Thing","Amerie",Pursuit,2005.31,3
"Oh","Ciara|Ludacris",,2005.33,11
"Speed Of Sound","Coldplay",,2005.35,2
"Slow Down","Bobby Valentino",Pursuit,2005.37,3
"We Belong Together","Mariah Carey",Heartache,2005.37,23
"Just A Lil Bit","50 Cent",Sexual Confidence,2005.37,12
"Don't Phunk With My Heart","The Black Eyed Peas",It's Complicated,2005.4,12
"Behind These Hazel Eyes","Kelly Clarkson",Heartache,2005.42,15
"Switch","Will Smith",Sexual Confidence,2005.42,5
"Mr. Brightside","The Killers",It's Complicated,2005.44,1
"Grind With Me","Pretty Ricky",Sexual Confidence,2005.46,5
"Get It Poppin'","Fat Joe|Nelly",,2005.5,3
"Inside Your Heaven","Carrie Underwood",Serenade,2005.5,4
"Inside Your Heaven","Bo Bice",Serenade,2005.52,2
"Don't Cha","The Pussycat Dolls|Busta Rhymes",Pursuit,2005.52,14
"Lose Control","Missy Elliott|Ciara|Fat Man Scoop",,2005.54,12
"Pon de Replay","Rihanna",,2005.54,11
"Let Me Hold You","Bow Wow|Omarion",Pursuit,2005.58,8
"Pimpin' All Over The World","Ludacris|Bobby Valentino",Sexual Confidence,2005.6,3
"You And Me","Lifehouse",Serenade,2005.61,6
"Listen To Your Heart","D.H.T.",Heartache,2005.61,5
"Shake It Off","Mariah Carey",Good Riddance,2005.65,13
"Like You","Bow Wow|Ciara",Serenade,2005.67,11
"Sugar, We're Goin' Down","Fall Out Boy",Heartache,2005.71,5
"Gold Digger","Kanye West|Jamie Foxx",,2005.71,19
"Outta Control (Remix)","50 Cent|Mobb Deep",,2005.73,2
"My Humps","The Black Eyed Peas",Sexual Confidence,2005.73,16
"Wake Me Up When September Ends","Green Day",Heartache,2005.73,7
"Play","David Banner",Sexual Confidence,2005.75,4
"Beverly Hills","Weezer",,2005.77,1
"Photograph","Nickelback",,2005.77,17
"Soul Survivor","Young Jeezy|Akon",,2005.79,10
"Because Of You","Kelly Clarkson",Heartache,2005.81,10
"Run It!","Chris Brown",Sexual Confidence,2005.81,17
"We Be Burnin'","Sean Paul",,2005.84,7
"I'm Sprung","T-Pain",It's Complicated,2005.88,2
"Laffy Taffy","D4L",Sexual Confidence,2005.9,11
"Stickwitu","The Pussycat Dolls",Serenade,2005.9,12
"Hung Up","Madonna",Pursuit,2005.92,2
"Don't Forget About Us","Mariah Carey",Heartache,2005.96,8
"When I'm Gone","Eminem",,2005.96,2
"Grillz","Nelly|Paul Wall|Ali|Gipp",,2005.98,13
"Check On It","Beyonce|Slim Thug",Sexual Confidence,2006,14
"There It Go! (The Whistle Song)","Juelz Santana",Sexual Confidence,2006,5
"Dance, Dance","Fall Out Boy",,2006.04,1
"Dirty Little Secret","The All-American Rejects",,2006.06,3
"Be Without You","Mary J. Blige",Serenade,2006.08,14
"You're Beautiful","James Blunt",Heartache,2006.1,15
"Breaking Free","Zac Efron|Andrew Seeley|Vanessa Anne Hudgens",Love Song for the Self,2006.11,1
"So Sick","Ne-Yo",Heartache,2006.11,11
"Unpredictable","Jamie Foxx|Ludacris",Sexual Confidence,2006.11,3
"Unwritten","Natasha Bedingfield",Love Song for the Self,2006.11,13
"Yo (Excuse Me Miss)","Chris Brown",Pursuit,2006.13,8
"I'm N Luv (Wit A Stripper)","T-Pain|Mike Jones",Pursuit,2006.13,9
"Shake That","Eminem|Nate Dogg",Sexual Confidence,2006.13,3
"Temperature","Sean Paul",Sexual Confidence,2006.15,17
"Everytime We Touch","Cascada",Serenade,2006.19,1
"Lean Wit It, Rock Wit It","Dem Franchize Boyz|Lil Peanut|Charlay",,2006.21,8
"Bad Day","Daniel Powter",,2006.23,14
"Ms. New Booty","Bubba Sparxxx|Ying Yang Twins|Mr. ColliPark",Sexual Confidence,2006.27,6
"What You Know","T.I.",,2006.29,8
"What Hurts The Most","Rascal Flatts",Heartache,2006.31,2
"Dani California","Red Hot Chili Peppers",,2006.33,7
"Control Myself","LL Cool J|Jennifer Lopez",It's Complicated,2006.33,2
"Ridin'","Chamillionaire|Krayzie Bone",,2006.34,12
"What's Left Of Me","Nick Lachey",Heartache,2006.36,3
"SOS","Rihanna",It's Complicated,2006.36,6
"Where'd You Go","Fort Minor|Holly Brook",Heartache,2006.38,6
"Over My Head (Cable Car)","The Fray",It's Complicated,2006.38,8
"Snap Yo Fingers","Lil Jon|E-40|Sean Paul Of The YoungBloodZ",,2006.4,9
"Promiscuous","Nelly Furtado|Timbaland",Sexual Confidence,2006.42,17
"Me & U","Cassie",Pursuit,2006.44,15
"Hips Don't Lie","Shakira|Wyclef Jean",Sexual Confidence,2006.44,10
"It's Goin' Down","Yung Joc",,2006.46,10
"Unfaithful","Rihanna",It's Complicated,2006.46,8
"Crazy","Gnarls Barkley",,2006.5,14
"Life Is A Highway","Rascal Flatts",,2006.5,2
"Do I Make You Proud","Taylor Hicks",,2006.5,2
"Ain't No Other Man","Christina Aguilera",Serenade,2006.52,9
"So What","Field Mob|Ciara",It's Complicated,2006.54,1
"Buttons","The Pussycat Dolls|Snoop Dogg",Sexual Confidence,2006.57,11
"London Bridge","Fergie",,2006.61,10
"Deja Vu","Beyonce|Jay-Z",Serenade,2006.61,2
"I Write Sins Not Tragedies","Panic! At The Disco",It's Complicated,2006.63,3
"(When You Gonna) Give It Up To Me","Sean Paul|Keyshia Cole",Pursuit,2006.63,6
"Sexy Love","Ne-Yo",Serenade,2006.65,5
"Shoulder Lean","Young Dro|T.I.",,2006.65,1
"Get Up","Ciara|Chamillionaire",,2006.67,1
"SexyBack","Justin Timberlake",Sexual Confidence,2006.69,12
"Call Me When You're Sober","Evanescence",Good Riddance,2006.69,1
"Show Stopper","Danity Kane",,2006.69,1
"Far Away","Nickelback",Heartache,2006.71,6
"Chasing Cars","Snow Patrol",Serenade,2006.71,13
